FinalID,EffectiveEffortLevel_SAFIT1,EffectiveEffortLevel_SAFIT2,Class,Order,ToleranceValue,FunctionalFeedingGroup
Limnephilus acula,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus alconura,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus apache,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus aretto,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus arizona,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus assimilis,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus atercus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus bifidus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus bucketti,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus canadensis,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus catula,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus coloradensis,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus concolor,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus deceptus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus diversus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus ectus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus elongatus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus externus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus fagus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus frijole,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus fumosus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus granti,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus harrimani,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus hyalinus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus insularis,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus kalama,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus kennicotti,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus lithus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus lopho,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus lunonus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus moestus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus morrisoni,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus neoacula,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus nogus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus occidentalis,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus peltus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus productus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus rothi,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus santanus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus secludens,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus sericeus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus sierrata,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus silviae,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus sitchensis,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus sperryi,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus spinatus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus submonilifer,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnephilus tulatus,Limnephilus,Limnephilus,Insecta,Trichoptera,3,SH
Limnesia,Limnesia,Limnesia,Arachnida,Trombidiformes,5,P
Limnesiidae,Limnesiidae,Limnesiidae,Arachnida,Trombidiformes,5,P
Limnichidae,Limnichidae,Limnichidae,Insecta,Coleoptera,,CG
Limnichites,Limnichites,Limnichites,Insecta,Coleoptera,,CG
Limnichites foraminosus,Limnichites,Limnichites,Insecta,Coleoptera,,CG
Limnichites nebulosus,Limnichites,Limnichites,Insecta,Coleoptera,,CG
Limnichites perforatus,Limnichites,Limnichites,Insecta,Coleoptera,,CG
Limnichoderus,Limnichoderus,Limnichoderus,Insecta,Coleoptera,,CG
Limnichoderus lutrochinus,Limnichoderus,Limnichoderus,Insecta,Coleoptera,,CG
Limnichoderus naviculatus,Limnichoderus,Limnichoderus,Insecta,Coleoptera,,CG
Limnochares,Limnochares,Limnochares,Arachnida,Trombidiformes,5,P
Limnochares anomala,Limnochares,Limnochares,Arachnida,Trombidiformes,5,P
Limnocharidae,Limnocharidae,Limnocharidae,Arachnida,Trombidiformes,5,P
Limnocoris,Limnocoris,Limnocoris,Insecta,Hemiptera,5,P
Limnocoris moapensis,Limnocoris,Limnocoris,Insecta,Hemiptera,5,P
Limnodrilus,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Limnodrilus angustipenis,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Limnodrilus hoffmeisteri,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Limnodrilus profundicola,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Limnodrilus udekemianus,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Limnophila,Limnophila,Limnophila,Insecta,Diptera,4,P
Limnophora,Limnophora,Limnophora,Insecta,Diptera,6,P
Limnophyes,Chironomidae,Limnophyes,Insecta,Diptera,8,CG
Limnophyes asquamatus,Chironomidae,Limnophyes,Insecta,Diptera,8,CG
Limnophyes doughmani,Chironomidae,Limnophyes,Insecta,Diptera,8,CG
Limnophyes hamiltoni,Chironomidae,Limnophyes,Insecta,Diptera,8,CG
Limnophyes natalensis,Chironomidae,Limnophyes,Insecta,Diptera,8,CG
Limnophyes pilicistulus,Chironomidae,Limnophyes,Insecta,Diptera,8,CG
Limnoporus,Limnoporus,Limnoporus,Insecta,Hemiptera,,P
Limnoporus notabilis,Limnoporus,Limnoporus,Insecta,Hemiptera,,P
Limonia,Limonia,Limonia,Insecta,Diptera,6,SH
Limoniinae,Tipulidae,Tipulidae,Insecta,Diptera,3,SH
Liodessus,Liodessus,Liodessus,Insecta,Coleoptera,5,P
Liodessus obscurellus,Liodessus,Liodessus,Insecta,Coleoptera,5,P
Liodessus saratogae,Liodessus,Liodessus,Insecta,Coleoptera,5,P
Lipogomphus,Lipogomphus,Lipogomphus,Insecta,Hemiptera,,P
Lirceus,Lirceus,Lirceus,Malacostraca,Isopoda,8,CG
Ljania,Ljania,Ljania,Arachnida,Trombidiformes,5,P
Lopescladius,Chironomidae,Lopescladius,Insecta,Diptera,6,CG
Lumbricidae,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Lumbricina,Lumbricina,Lumbricina,Oligochaeta,Lumbricina,8,CG
Lumbriculidae,Oligochaeta,Oligochaeta,Oligochaeta,Lumbriculida,8,CG
Lumbriculus,Oligochaeta,Oligochaeta,Oligochaeta,Lumbriculida,8,CG
Lumbriculus inconstans,Oligochaeta,Oligochaeta,Oligochaeta,Lumbriculida,8,CG
Lumbriculus variegata,Oligochaeta,Oligochaeta,Oligochaeta,Lumbriculida,8,CG
Lymnaea,Lymnaea,Lymnaea,Gastropoda,Basommatophora,7,SC
Lymnaea auricularia,Lymnaea,Lymnaea,Gastropoda,Basommatophora,6,SC
Lymnaea columella,Lymnaea,Lymnaea,Gastropoda,Basommatophora,7,SC
Lymnaeidae,Lymnaeidae,Lymnaeidae,Gastropoda,Basommatophora,6,SC
Macrelmis,Macrelmis,Macrelmis,Insecta,Coleoptera,4,CG
Macrelmis moestus,Macrelmis moestus,Macrelmis moestus,Insecta,Coleoptera,4,CG
Macrodiplax,Macrodiplax,Macrodiplax,Insecta,Odonata,9,P
Macrodiplax balteata,Macrodiplax balteata,Macrodiplax balteata,Insecta,Odonata,9,P
Macromia,Macromia,Macromia,Insecta,Odonata,2,P
Macromia magnifica,Macromia magnifica,Macromia magnifica,Insecta,Odonata,2,P
Macromiidae,Macromiidae,Macromiidae,Insecta,Odonata,2,P
Macropelopia,Chironomidae,Macropelopia,Insecta,Diptera,6,P
Macropelopiini,Chironomidae,Macropelopiini,Insecta,Diptera,,P
Macrothemis,Macrothemis,Macrothemis,Insecta,Odonata,9,P
Macrothemis inacuta,Macrothemis inacuta,Macrothemis inacuta,Insecta,Odonata,9,P
Macrothricidae,Macrothricidae,Macrothricidae,Branchiopoda,Cladocera,8,CG
Macrovelia,Macrovelia,Macrovelia,Insecta,Hemiptera,,P
Macrovelia hornii,Macrovelia hornii,Macrovelia hornii,Insecta,Hemiptera,,P
Macroveliidae,Macroveliidae,Macroveliidae,Insecta,Hemiptera,,P
Malenka,Malenka,Malenka,Insecta,Plecoptera,2,SH
Malenka bifurcata,Malenka,Malenka,Insecta,Plecoptera,2,SH
Malenka biloba,Malenka,Malenka,Insecta,Plecoptera,2,SH
Malenka californica,Malenka,Malenka,Insecta,Plecoptera,2,SH
Malenka coloradensis,Malenka,Malenka,Insecta,Plecoptera,2,SH
Malenka cornuta,Malenka,Malenka,Insecta,Plecoptera,2,SH
Malenka depressa,Malenka,Malenka,Insecta,Plecoptera,2,SH
Malenka flexura,Malenka,Malenka,Insecta,Plecoptera,2,SH
Malenka marionae,Malenka,Malenka,Insecta,Plecoptera,2,SH
Malenka murvoshi,Malenka,Malenka,Insecta,Plecoptera,2,SH
Malenka perplexa,Malenka,Malenka,Insecta,Plecoptera,2,SH
Malenka tina,Malenka,Malenka,Insecta,Plecoptera,2,SH
Malenka wenatchee,Malenka,Malenka,Insecta,Plecoptera,2,SH
Manayunkia speciosa,Manayunkia speciosa,Manayunkia speciosa,Polychaeta,Canalipalpata,,CF
Margaritifera,Margaritifera,Margaritifera,Bivalvia,Unionoida,4,CF
Margaritifera falcata,Margaritifera falcata,Margaritifera falcata,Bivalvia,Unionoida,4,CF
Margaritiferidae,Margaritiferidae,Margaritiferidae,Bivalvia,Unionoida,4,CF
Marilia,Marilia,Marilia,Insecta,Trichoptera,0,SH
Marilia flexuosa,Marilia flexuosa,Marilia flexuosa,Insecta,Trichoptera,0,SH
Marilia nobsca,Marilia,Marilia,Insecta,Trichoptera,0,SH
Martarega,Martarega,Martarega,Insecta,Hemiptera,,P
Martarega mexicana,Martarega mexicana,Martarega mexicana,Insecta,Hemiptera,,P
Maruina,Maruina,Maruina,Insecta,Diptera,2,SC
Maruina lanceolata,Maruina lanceolata,Maruina lanceolata,Insecta,Diptera,2,SC
Matriella,Matriella,Matriella,Insecta,Ephemeroptera,2,CG
Matriella teresa,Matriella,Matriella teresa,Insecta,Ephemeroptera,2,CG
Mayatrichia,Mayatrichia,Mayatrichia,Insecta,Trichoptera,6,SC
Mayatrichia acuna,Mayatrichia,Mayatrichia,Insecta,Trichoptera,6,SC
Mayatrichia ayama,Mayatrichia,Mayatrichia,Insecta,Trichoptera,6,SC
Mayatrichia ponta,Mayatrichia,Mayatrichia,Insecta,Trichoptera,6,SC
Megaleuctra,Megaleuctra,Megaleuctra,Insecta,Plecoptera,0,SH
Megaleuctra complicata,Megaleuctra,Megaleuctra,Insecta,Plecoptera,0,SH
Megaleuctra kincaidi,Megaleuctra,Megaleuctra,Insecta,Plecoptera,0,SH
Megaleuctra sierra,Megaleuctra,Megaleuctra,Insecta,Plecoptera,0,SH
Megaleuctra stigmata,Megaleuctra,Megaleuctra,Insecta,Plecoptera,0,SH
Megarcys,Megarcys,Megarcys,Insecta,Plecoptera,2,P
Megarcys irregularis,Megarcys,Megarcys,Insecta,Plecoptera,2,P
Megarcys signata,Megarcys,Megarcys,Insecta,Plecoptera,2,P
Megarcys subtruncata,Megarcys,Megarcys,Insecta,Plecoptera,2,P
Megarcys yosemite,Megarcys,Megarcys,Insecta,Plecoptera,2,P
Melanoides,Melanoides,Melanoides,Gastropoda,Neotaenioglossa,,SC
Melanoides tuberculata,Melanoides tuberculata,Melanoides tuberculata,Gastropoda,Neotaenioglossa,,SC
Menetus,Menetus,Menetus,Gastropoda,Basommatophora,6,SC
Menetus opercularis,Menetus,Menetus,Gastropoda,Basommatophora,6,SC
Meringodixa,Meringodixa,Meringodixa,Insecta,Diptera,2,CG
Meringodixa chalonensis,Meringodixa chalonensis,Meringodixa chalonensis,Insecta,Diptera,2,CG
Mermithidae,Nematoda,Mermithida,,Mermithida,5,P
Meropelopia,Chironomidae,Meropelopia,Insecta,Diptera,7,P
Meropelopia flavifrons,Chironomidae,Meropelopia,Insecta,Diptera,7,P
Merragata,Merragata,Merragata,Insecta,Hemiptera,,P
Merragata hebroides,Merragata hebroides,Merragata hebroides,Insecta,Hemiptera,,P
Mesobates,Mesobates,Mesobates,Arachnida,Trombidiformes,8,P
Mesocapnia,Mesocapnia,Mesocapnia,Insecta,Plecoptera,1,SH
Mesocapnia arizonensis,Mesocapnia,Mesocapnia,Insecta,Plecoptera,1,SH
Mesocapnia autumna,Mesocapnia,Mesocapnia,Insecta,Plecoptera,1,SH
Mesocapnia bakeri,Mesocapnia,Mesocapnia,Insecta,Plecoptera,1,SH
Mesocapnia bulbosa,Mesocapnia,Mesocapnia,Insecta,Plecoptera,1,SH
Mesocapnia frisoni,Mesocapnia,Mesocapnia,Insecta,Plecoptera,1,SH
Mesocapnia lapwae,Mesocapnia,Mesocapnia,Insecta,Plecoptera,1,SH
Mesocapnia oenone,Mesocapnia,Mesocapnia,Insecta,Plecoptera,1,SH
Mesocapnia porrecta,Mesocapnia,Mesocapnia,Insecta,Plecoptera,1,SH
Mesocapnia projecta,Mesocapnia,Mesocapnia,Insecta,Plecoptera,1,SH
Mesocapnia werneri,Mesocapnia,Mesocapnia,Insecta,Plecoptera,1,SH
Mesocapnia yoloensis,Mesocapnia,Mesocapnia,Insecta,Plecoptera,1,SH
Mesocricotopus,Chironomidae,Mesocricotopus,Insecta,Diptera,5,CG
Mesovelia,Mesovelia,Mesovelia,Insecta,Hemiptera,,P
Mesovelia amoena,Mesovelia,Mesovelia,Insecta,Hemiptera,,P
Mesovelia mulsanti,Mesovelia,Mesovelia,Insecta,Hemiptera,,P
Mesoveliidae,Mesoveliidae,Mesoveliidae,Insecta,Hemiptera,,P
Metacnephia,Metacnephia,Metacnephia,Insecta,Diptera,6,CF
Metacnephia jeanae,Metacnephia,Metacnephia,Insecta,Diptera,6,CF
Metacnephia villosa,Metacnephia,Metacnephia,Insecta,Diptera,6,CF
Metrichia,Metrichia,Metrichia,Insecta,Trichoptera,4,PH
Metrichia arizonensis,Metrichia,Metrichia,Insecta,Trichoptera,4,PH
Metrichia nigritta,Metrichia,Metrichia,Insecta,Trichoptera,4,PH
Metriocnemus,Chironomidae,Metriocnemus,Insecta,Diptera,6,CG
Metriocnemus edwardsi,Chironomidae,Metriocnemus,Insecta,Diptera,6,CG
Metriocnemus stevensi,Chironomidae,Metriocnemus,Insecta,Diptera,6,CG
Metriocnemus yaquina,Chironomidae,Metriocnemus,Insecta,Diptera,6,CG
Metrobates,Metrobates,Metrobates,Insecta,Hemiptera,,P
Metrobates denticornis,Metrobates,Metrobates,Insecta,Hemiptera,,P
Metrobates trux,Metrobates,Metrobates,Insecta,Hemiptera,,P
Micracanthia,Micracanthia,Micracanthia,Insecta,Hemiptera,,P
Micracanthia bergrothi,Micracanthia,Micracanthia,Insecta,Hemiptera,,P
Micracanthia fennica,Micracanthia,Micracanthia,Insecta,Hemiptera,,P
Micracanthia humilis,Micracanthia,Micracanthia,Insecta,Hemiptera,,P
Micracanthia quadrimaculata,Micracanthia,Micracanthia,Insecta,Hemiptera,,P
Micracanthia schuhi,Micracanthia,Micracanthia,Insecta,Hemiptera,,P
Micracanthia utahensis,Micracanthia,Micracanthia,Insecta,Hemiptera,,P
Micrasema,Micrasema,Micrasema,Insecta,Trichoptera,1,MH
Micrasema arizonica,Micrasema,Micrasema,Insecta,Trichoptera,1,MH
Micrasema bactro,Micrasema,Micrasema,Insecta,Trichoptera,1,MH
Micrasema dimicki,Micrasema,Micrasema,Insecta,Trichoptera,1,MH
Micrasema diteris,Micrasema,Micrasema,Insecta,Trichoptera,1,MH
Micrasema onisca,Micrasema,Micrasema,Insecta,Trichoptera,1,MH
Micrasema oregona,Micrasema,Micrasema,Insecta,Trichoptera,1,MH
Micrasema scissum,Micrasema,Micrasema,Insecta,Trichoptera,1,MH
Microchironomus,Chironomidae,Microchironomus,Insecta,Diptera,6,CG
Microchironomus nigrovittatus,Chironomidae,Microchironomus,Insecta,Diptera,6,CG
Microcylloepus,Microcylloepus,Microcylloepus,Insecta,Coleoptera,4,CG
Microcylloepus formicoideus,Microcylloepus,Microcylloepus,Insecta,Coleoptera,4,CG
Microcylloepus moapus,Microcylloepus,Microcylloepus,Insecta,Coleoptera,4,CG
Microcylloepus similis,Microcylloepus,Microcylloepus,Insecta,Coleoptera,2,CG
Microcylloepus thermarum,Microcylloepus,Microcylloepus,Insecta,Coleoptera,4,CG
Micromenetus,Micromenetus,Micromenetus,Gastropoda,Basommatophora,,SC
Micromenetus dilatatus,Micromenetus,Micromenetus,Gastropoda,Basommatophora,,SC
Micropsectra,Chironomidae,Micropsectra,Insecta,Diptera,7,CG
Micropsectra nigripila,Chironomidae,Micropsectra,Insecta,Diptera,7,CG
Micropsectra polita,Chironomidae,Micropsectra,Insecta,Diptera,7,CG
Micropsectra/ Tanytarsus,Chironomidae,,Insecta,Diptera,6,CG
Microsporidae,Microsporidae,Microsporidae,Insecta,Coleoptera,,SC
Microtendipes,Chironomidae,Microtendipes,Insecta,Diptera,6,CG
Microtendipes caducus,Chironomidae,Microtendipes,Insecta,Diptera,6,CF
Microtendipes pedellus,Chironomidae,Microtendipes pedellus,Insecta,Diptera,6,CF
Microtendipes pedellus group,Chironomidae,Microtendipes pedellus group,Insecta,Diptera,6,CF
Microtendipes rydalensis group,Chironomidae,Microtendipes rydalensis group,Insecta,Diptera,6,CF
Microvelia,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia beameri,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia beameri,Microvelia,Microvelia,Insecta,Hemiptera,,P
Microvelia buenoi,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia buenoi,Microvelia,Microvelia,Insecta,Hemiptera,,P
Microvelia californiensis,Microvelia,Microvelia,Insecta,Hemiptera,,P
Microvelia californiensis,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia cerifera,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia cerifera,Microvelia,Microvelia,Insecta,Hemiptera,,P
Microvelia fasculifera,Microvelia,Microvelia,Insecta,Hemiptera,,P
Microvelia fasculifera,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia gerhardi,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia gerhardi,Microvelia,Microvelia,Insecta,Hemiptera,,P
Microvelia glabrosulcata,Microvelia,Microvelia,Insecta,Hemiptera,,P
Microvelia glabrosulcata,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia hinei,Microvelia,Microvelia,Insecta,Hemiptera,,P
Microvelia hinei,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia paludicola,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia paludicola,Microvelia,Microvelia,Insecta,Hemiptera,,P
Microvelia pulchella,Microvelia,Microvelia,Insecta,Hemiptera,,P
Microvelia pulchella,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia rasilis,Microvelia,Microvelia,Insecta,Hemiptera,,P
Microvelia rasilis,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia rufescens,Microvelia,Microvelia,Insecta,Hemiptera,,P
Microvelia rufescens,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia signata,Microvelia,Microvelia,Insecta,Hemiptera,,P
Microvelia signata,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia torquata,Microvelia,Microvelia,Insecta,Hemiptera,6,P
Microvelia torquata,Microvelia,Microvelia,Insecta,Hemiptera,,P
Mideopsidae,Mideopsidae,Mideopsidae,Arachnida,Trombidiformes,,P
Mideopsis,Mideopsis,Mideopsis,Arachnida,Trombidiformes,5,P
Mideopsis pumila,Mideopsis,Mideopsis,Arachnida,Trombidiformes,5,P
Mochlonyx,Mochlonyx,Mochlonyx,Insecta,Diptera,7,P
Molophilus,Molophilus,Molophilus,Insecta,Diptera,4,SH
Momonia,Momonia,Momonia,Arachnida,Trombidiformes,5,P
Momonia projecta,Momonia,Momonia,Arachnida,Trombidiformes,5,P
Momoniidae,Momoniidae,Momoniidae,Arachnida,Trombidiformes,5,P
Monodiamesa,Chironomidae,Monodiamesa,Insecta,Diptera,7,CG
Monohelea,Monohelea,Monohelea,Insecta,Diptera,6,P
Monopelopia,Chironomidae,Monopelopia,Insecta,Diptera,6,P
Monopelopia boliekae,Chironomidae,Monopelopia,Insecta,Diptera,6,P
Monopelopia tenuicalcar,Chironomidae,Monopelopia,Insecta,Diptera,6,P
Mooreobdella,Mooreobdella,Mooreobdella,Hirudinea,Arhynchobdellida,8,P
Mooreobdella fervida,Mooreobdella,Mooreobdella,Hirudinea,Arhynchobdellida,8,P
Mooreobdella microstoma,Mooreobdella,Mooreobdella,Hirudinea,Arhynchobdellida,8,P
Mooreobdella tetragon,Mooreobdella,Mooreobdella,Hirudinea,Arhynchobdellida,8,P
Morphocorixa,Morphocorixa,Morphocorixa,Insecta,Hemiptera,8,P
Morphocorixa lundbladi,Morphocorixa,Morphocorixa,Insecta,Hemiptera,8,P
Moselia,Moselia,Moselia,Insecta,Plecoptera,0,SH
Moselia infuscata,Moselia infuscata,Moselia infuscata,Insecta,Plecoptera,0,SH
Moselyana,Moselyana,Moselyana,Insecta,Trichoptera,1,CG
Moselyana comosa,Moselyana comosa,Moselyana comosa,Insecta,Trichoptera,1,CG
Muscidae,Muscidae,Muscidae,Insecta,Diptera,6,P
Musculium,Musculium,Musculium,Bivalvia,Veneroida,8,CF
Musculium lacustre,Musculium,Musculium,Bivalvia,Veneroida,5,CF
Musculium partumeium,Musculium,Musculium,Bivalvia,Veneroida,8,CF
Musculium securis,Musculium,Musculium,Bivalvia,Veneroida,5,CF
Musculium transversum,Musculium,Musculium,Bivalvia,Veneroida,,CF
Mysidae,Mysidae,Mysidae,Malacostraca,Mysida,,CF
Mysis,Mysis,Mysis,Malacostraca,Mysida,,CF
Mysis diluviana,Mysis diluviana,Mysis diluviana,Malacostraca,Mysida,,CF
Mystacides,Mystacides,Mystacides,Insecta,Trichoptera,4,OM
Mystacides alafimbriata,Mystacides,Mystacides alafimbriata,Insecta,Trichoptera,4,OM
Mystacides interjecta,Mystacides,Mystacides interjecta,Insecta,Trichoptera,4,OM
Mystacides sepulchralis,Mystacides,Mystacides sepulchralis,Insecta,Trichoptera,4,OM
Mytilidae,Mytilidae,Mytilidae,Bivalvia,Mytiloida,,CF
Mytilopsis,Mytilopsis,Mytilopsis,Bivalvia,Veneroida,,CF
Mytilopsis leucophaeata,Mytilopsis,Mytilopsis leucophaeata,Bivalvia,Veneroida,,CF
Myxosargus,Myxosargus,Myxosargus,Insecta,Diptera,8,CG
Myzobdella,Myzobdella,Myzobdella,Hirudinea,Rhynchobdellida,,P
Myzobdella lugubris,Myzobdella,Myzobdella,Hirudinea,Rhynchobdellida,,P
Naididae,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Nais,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Nais barbata,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Nais behningi,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Nais communis,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Nais communis/ variabilis,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Nais elinguis,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Nais pardalis,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Nais pseudobtusa,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Nais variabilis,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,10,CG
Namamyia,Namamyia,Namamyia,Insecta,Trichoptera,0,SH
Namamyia plutonis,Namamyia plutonis,Namamyia plutonis,Insecta,Trichoptera,0,SH
Nanocladius,Chironomidae,Nanocladius,Insecta,Diptera,3,CG
Nanocladius anderseni,Chironomidae,Nanocladius,Insecta,Diptera,3,CG
Nanocladius distinctus,Chironomidae,Nanocladius,Insecta,Diptera,3,CG
Nanonemoura,Nanonemoura,Nanonemoura,Insecta,Plecoptera,2,SH
Nanonemoura wahkeena,Nanonemoura wahkeena,Nanonemoura wahkeena,Insecta,Plecoptera,2,SH
Narpus,Narpus,Narpus,Insecta,Coleoptera,4,CG
Narpus angustus,Narpus,Narpus,Insecta,Coleoptera,4,CG
Narpus arizonicus,Narpus,Narpus,Insecta,Coleoptera,4,CG
Narpus concolor,Narpus,Narpus,Insecta,Coleoptera,4,CG
Natarsia,Chironomidae,Natarsia,Insecta,Diptera,8,P
Natarsia miripes,Chironomidae,Natarsia,Insecta,Diptera,8,P
Naucoridae,Naucoridae,Naucoridae,Insecta,Hemiptera,5,P
Nautarachna,Nautarachna,Nautarachna,Arachnida,Trombidiformes,5,P
Neanthes,Neanthes,Neanthes,Polychaeta,Aciculata,,CF
Neanthes limnicola,Neanthes,Neanthes limnicola,Polychaeta,Aciculata,,CF
Nebrioporus,Nebrioporus,Nebrioporus,Insecta,Coleoptera,5,P
Nebrioporus macronychus,Nebrioporus,Nebrioporus,Insecta,Coleoptera,5,P
Nectopsyche,Nectopsyche,Nectopsyche,Insecta,Trichoptera,3,OM
Nectopsyche dorsalis,Nectopsyche,Nectopsyche dorsalis,Insecta,Trichoptera,3,OM
Nectopsyche gracilis,Nectopsyche,Nectopsyche gracilis,Insecta,Trichoptera,3,OM
Nectopsyche lahontanensis,Nectopsyche,Nectopsyche lahontanensis,Insecta,Trichoptera,3,SC
Nectopsyche minuta,Nectopsyche,Nectopsyche minuta,Insecta,Trichoptera,3,OM
Nectopsyche stigmatica,Nectopsyche,Nectopsyche stigmatica,Insecta,Trichoptera,3,SC
Nehalennia,Nehalennia,Nehalennia,Insecta,Odonata,9,P
Nehalennia irene,Nehalennia irene,Nehalennia irene,Insecta,Odonata,9,P
Nematoda,Nematoda,Nematoda,,,5,P
Nematomorpha,Nematomorpha,Nematomorpha,,,10,PA
Nemotaulius,Nemotaulius,Nemotaulius,Insecta,Trichoptera,3,SH
Nemotaulius hostilis,Nemotaulius hostilis,Nemotaulius hostilis,Insecta,Trichoptera,3,SH
Nemotelus,Nemotelus,Nemotelus,Insecta,Diptera,8,CG
Nemoura,Nemoura,Nemoura,Insecta,Plecoptera,1,SH
Nemoura spiniloba,Nemoura spiniloba,Nemoura spiniloba,Insecta,Plecoptera,1,SH
Nemouridae,Nemouridae,Nemouridae,Insecta,Plecoptera,2,SH
Neoatractides,Neoatractides,Neoatractides,Arachnida,Trombidiformes,5,P
Neochoroterpes,Neochoroterpes,Neochoroterpes,Insecta,Ephemeroptera,2,CG
Neochoroterpes kossi,Neochoroterpes kossi,Neochoroterpes kossi,Insecta,Ephemeroptera,2,CG
